Date,Strategy_Portfolio,Benchmark_Portfolio,Strategy_Returns,Benchmark_Returns
2024-07-31 00:00:00-04:00,10162.544582155097,10119.407342848892,0.01625445821550977,0.011940734284889088
2024-08-01 00:00:00-04:00,10018.633237280703,10048.559029220472,-0.014160955822727236,-0.007001231517623084
2024-08-02 00:00:00-04:00,9832.103621002485,9982.199497914798,-0.0186182697639949,-0.00660388530461975
2024-08-05 00:00:00-04:00,9545.755126677055,9804.011594558699,-0.029123827958216112,-0.01785056523798396
2024-08-06 00:00:00-04:00,9633.763339302322,9833.979211697182,0.009219617668519062,0.0030566688798201896
2024-08-07 00:00:00-04:00,9569.37075684258,9784.956948749417,-0.006684052762334756,-0.004984987449379186
2024-08-08 00:00:00-04:00,9790.589000928752,9914.836123392406,0.023117323981620246,0.013273351668612942
2024-08-09 00:00:00-04:00,9833.76365854031,9955.081886429743,0.004409812076419786,0.004059145560901723
2024-08-12 00:00:00-04:00,9838.93075340393,9965.230816388927,0.0005254442798341488,0.0010194722730525907
2024-08-13 00:00:00-04:00,10000.737667779513,10078.646365474751,0.01644557914177859,0.011381126155081224
2024-08-14 00:00:00-04:00,10032.287502083596,10105.324470503003,0.0031547507146128047,0.002646992865990549
2024-08-15 00:00:00-04:00,10204.243904207624,10192.406874406419,0.017140298470145848,0.008617477267316341
2024-08-16 00:00:00-04:00,10227.121866593636,10214.922486746957,0.0022420046600981707,0.0022090574501175465
2024-08-19 00:00:00-04:00,10324.90674260274,10278.47634765972,0.00956132891390627,0.006221668445866202
2024-08-20 00:00:00-04:00,10308.11824483866,10280.61538712766,-0.001626019312581983,0.00020810861411646464
2024-08-21 00:00:00-04:00,10343.541120019116,10310.636942892757,0.003436405592086808,0.0029202099908032684
2024-08-22 00:00:00-04:00,10262.360039795292,10245.524944139279,-0.007848480446092336,-0.006315031662361026
2024-08-23 00:00:00-04:00,10371.401475289951,10329.014673504438,0.010625376138804227,0.008148897183927773
2024-08-26 00:00:00-04:00,10346.678773387317,10309.819683977503,-0.0023837378161030197,-0.0018583563034499707
2024-08-27 00:00:00-04:00,10360.884863855257,10318.312973525573,0.0013730097144293296,0.0008238058286575978
2024-08-28 00:00:00-04:00,10300.735866365152,10279.609337462367,-0.0058053919409856184,-0.0037509655078800776
2024-08-29 00:00:00-04:00,10301.660516394806,10274.101729669728,8.976543439719853e-05,-0.0005357798737123165
2024-08-30 00:00:00-04:00,10399.9994983403,10324.67311967343,0.009545935025619503,0.004922220096153174
2024-09-03 00:00:00-04:00,10185.976650477498,10214.792881452619,-0.02057912097947299,-0.010642490754640787
2024-09-04 00:00:00-04:00,10165.128129586907,10220.359658136746,-0.0020467866367643688,0.0005449720565784857
2024-09-05 00:00:00-04:00,10140.40542768427,10215.28576810751,-0.0024321092255272696,-0.0004964492639157657
2024-09-06 00:00:00-04:00,9969.74079927615,10117.035893927992,-0.016830158283631432,-0.009617927134868375
2024-09-09 00:00:00-04:00,10081.363501931275,10190.392058984056,0.011196148917254739,0.007250756627253852
2024-09-10 00:00:00-04:00,10125.274687186677,10230.583900906591,0.00435567919428649,0.003944091816084594
2024-09-11 00:00:00-04:00,10229.150167953385,10291.386102274706,0.010259028419067116,0.005943179974578516
2024-09-12 00:00:00-04:00,10315.313641062032,10339.029274461836,0.00842332663944911,0.0046294222871106966
2024-09-13 00:00:00-04:00,10369.187331815738,10380.217360951438,0.0052226905190018245,0.003983747931862336
2024-09-16 00:00:00-04:00,10384.502774292128,10400.423721821393,0.001477014734742054,0.0019466221339416113
2024-09-17 00:00:00-04:00,10388.745219126093,10397.47351489723,0.0004085361549006576,-0.0002836621856060262
2024-09-18 00:00:00-04:00,10357.933052601524,10366.307679568585,-0.0029659180078688402,-0.002997443108077413
2024-09-19 00:00:00-04:00,10534.686005495909,10472.445196600438,0.017064500416904105,0.010238700250142462
2024-09-20 00:00:00-04:00,10516.475758549363,10461.027277738764,-0.0017285989290088959,-0.0010902820351239794
2024-09-23 00:00:00-04:00,10542.75474564371,10473.932577908763,0.0024988396966525413,0.0012336551494767976
2024-09-24 00:00:00-04:00,10572.920455242489,10496.925475788268,0.0028612739579514427,0.0021952497506048997
2024-09-25 00:00:00-04:00,10549.602400487245,10467.429249860426,-0.0022054506939642874,-0.0028099871715652424
2024-09-26 00:00:00-04:00,10591.427137463646,10492.32862285524,0.003964579458887396,0.0023787476753324376
2024-09-27 00:00:00-04:00,10576.06608956039,10495.500563771588,-0.0014503284310875993,0.00030231048133928524
2024-09-30 00:00:00-04:00,10618.447212744526,10511.254298815926,0.00400726724145283,0.0015009989231689058
2024-10-01 00:00:00-04:00,10523.322273257227,10467.162925403221,-0.008958460458618466,-0.004194682400336558
2024-10-02 00:00:00-04:00,10527.763101698049,10462.009750771876,0.00042199871157676917,-0.0004923181828801139
2024-10-03 00:00:00-04:00,10508.516471426032,10432.113076563232,-0.0018281785110563391,-0.0028576415928534883
2024-10-04 00:00:00-04:00,10604.011955006596,10461.59954790679,0.009087437207737832,0.0028265099435898383
2024-10-07 00:00:00-04:00,10508.145927332765,10392.43744307865,-0.009040543152968329,-0.006611044946943911
2024-10-08 00:00:00-04:00,10607.52813341776,10457.594527494408,0.009457634750436044,0.006269663375183576
2024-10-09 00:00:00-04:00,10681.000756365998,10489.756695164016,0.006926460342515862,0.003075484288958607
2024-10-10 00:00:00-04:00,10662.308232030373,10477.036628209784,-0.0017500723726178184,-0.0012126179208805433
2024-10-11 00:00:00-04:00,10726.15696977477,10515.24730016209,0.0059882659884649145,0.0036470877508838484
2024-10-14 00:00:00-04:00,10813.879008346472,10563.996978666783,0.008178328810485743,0.0046360943412089295
2024-10-15 00:00:00-04:00,10729.858990300405,10531.36164303321,-0.007769646579291118,-0.0030892980847569964
2024-10-16 00:00:00-04:00,10776.495099810892,10564.514467304572,0.004346386057136891,0.003148009288361653
2024-10-17 00:00:00-04:00,10777.419749840547,10544.544211883902,8.58024822625124e-05,-0.0018903145508936349
2024-10-18 00:00:00-04:00,10818.876222995026,10571.167115227396,0.0038466046713168133,0.002524803614886473
2024-10-21 00:00:00-04:00,10801.109488824728,10532.116799000069,-0.0016421977480930703,-0.0036940401945851466
2024-10-22 00:00:00-04:00,10795.372326125314,10530.48551407065,-0.000531164201728383,-0.00015488671086278934
2024-10-23 00:00:00-04:00,10696.730068091178,10462.418281748814,-0.00913745770448494,-0.0064638265947834835
2024-10-24 00:00:00-04:00,10719.864561003296,10482.855881224856,0.0021627630841250032,0.001953429783216709
2024-10-25 00:00:00-04:00,10716.16254047766,10472.104101064295,-0.0003453420987333891,-0.001025653722838671
2024-10-28 00:00:00-04:00,10749.290322551216,10486.37402065722,0.003091384807614168,0.0013626602118552266
2024-10-29 00:00:00-04:00,10766.687652763922,10500.002219914024,0.0016184631441396068,0.0012996102589853287
2024-10-30 00:00:00-04:00,10734.115116762428,10476.92284361418,-0.0030253070444680214,-0.0021980353733708435
2024-10-31 00:00:00-04:00,10523.692817350488,10353.121610692662,-0.01960313422420301,-0.0118165643452244
2024-11-01 00:00:00-04:00,10568.109082708399,10363.30157500269,0.004220596907264603,0.000983274870403727
2024-11-04 00:00:00-05:00,10545.345133889545,10366.479838180867,-0.0021540228853333798,0.00030668442437700185
2024-11-05 00:00:00-05:00,10672.856767263871,10451.93794213588,0.012091745860886249,0.008243695573521758
2024-11-06 00:00:00-05:00,10938.243867267223,10573.516811262256,0.02486561056617528,0.011632184366139773
2024-11-07 00:00:00-05:00,11022.820271521023,10654.110634892695,0.007732173946760875,0.007622234405925975
2024-11-08 00:00:00-05:00,11070.568013311304,10689.97962158444,0.004331717347659588,0.003366680516182541
2024-11-11 00:00:00-05:00,11081.116548544802,10687.900712164206,0.0009528449868891822,-0.0001944727206060204
2024-11-12 00:00:00-05:00,11046.694712483999,10642.195164966317,-0.0031063508726766565,-0.004276382091187636
2024-11-13 00:00:00-05:00,11052.061331090146,10643.536234095864,0.00048581215882448185,0.0001260143333925434
2024-11-14 00:00:00-05:00,10980.99439440895,10601.297425662558,-0.006430197458394572,-0.003968493882511903
2024-11-15 00:00:00-05:00,10840.342697419615,10520.994895960519,-0.012808648464564197,-0.007574783206030355
2024-11-18 00:00:00-05:00,10884.758962777527,10550.92375352236,0.004097311920635564,0.002844679410816253
2024-11-19 00:00:00-05:00,10924.549697715822,10581.628547647895,0.0036556376741430155,0.0029101522144241443
2024-11-20 00:00:00-05:00,10928.250578105784,10579.120423183074,0.0003387673169481477,-0.0002370263191082245
2024-11-21 00:00:00-05:00,10986.917399222832,10610.863556557788,0.005368363462911583,0.0030005456129558626
2024-11-22 00:00:00-05:00,11020.96983132604,10632.350760391804,0.003099361801483848,0.002025019332261246
2024-11-25 00:00:00-05:00,11058.354879997292,10693.245419622475,0.003392174122915073,0.005727299691571375
2024-11-26 00:00:00-05:00,11116.094770813339,10719.155216435804,0.005221381610793545,0.002423005906680409
2024-11-27 00:00:00-05:00,11082.412882803392,10711.393875320833,-0.003030010872017919,-0.0007240627603813498
2024-11-29 00:00:00-05:00,11151.257695060673,10767.093812769952,0.006212077909866235,0.005200064351797628
2024-12-02 00:00:00-05:00,11171.24541351922,10781.197309118415,0.0017924183087796332,0.00130987029496632
2024-12-03 00:00:00-05:00,11176.425049875226,10774.210935549752,0.00046365791496615554,-0.0006480146284637557
2024-12-04 00:00:00-05:00,11245.826248340241,10829.062281821043,0.006209606216237131,0.0050909850010738555
2024-12-05 00:00:00-05:00,11227.319566119082,10818.95987014868,-0.0016456489556637695,-0.0009328981041436535
2024-12-06 00:00:00-05:00,11248.602478700548,10843.03773646761,0.0018956361272277728,0.002225525060441713
